Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.352,0.204,230.83,5.8,1,0,16
1.334,0.068,227.02,6.0,0,0,16
2.688,0.078,239.80,11.2,0,0,18
0.330,0.102,243.98,1.4,0,0,1
1.354,0.088,242.45,5.6,0,0,19
3.478,0.068,236.89,14.6,0,2,18
2.378,0.082,239.34,10.0,0,0,17
0.372,0.136,247.92,1.6,0,0,0
1.490,0.108,235.10,6.4,0,0,17
3.070,0.000,235.37,13.4,0,25,17
0.596,0.448,241.55,3.2,0,1,0
3.000,0.554,238.60,12.8,1,1,12
0.304,0.100,242.62,1.4,0,0,0
0.332,0.246,243.66,1.6,0,2,1
3.268,0.316,239.87,13.6,0,0,18
4.014,0.060,240.71,16.8,0,34,0
0.846,0.078,238.82,3.6,0,2,1
0.208,0.000,243.63,0.8,0,0,0
2.560,0.066,240.71,10.6,0,3,0
3.014,0.196,236.35,12.8,0,0,17
0.258,0.000,243.36,1.0,0,0,0
0.418,0.000,244.46,1.6,0,0,0
2.470,0.250,238.67,10.6,0,1,18
0.216,0.046,248.00,0.8,0,0,0
0.736,0.424,236.61,3.6,1,1,0
2.066,0.140,239.55,8.6,1,5,1
0.280,0.214,238.16,1.4,0,1,0
1.284,0.110,238.44,5.4,0,2,18
1.274,0.000,229.27,5.4,0,0,17
1.454,0.180,235.80,6.2,0,0,18
0.438,0.000,243.01,1.8,0,1,0
2.586,0.160,240.86,10.6,0,1,18
0.660,0.072,241.85,3.0,0,0,1
1.558,0.210,240.11,6.6,0,1,18
1.626,0.350,245.49,6.6,0,1,19
0.346,0.076,241.19,1.4,0,0,0
0.454,0.116,240.72,2.2,0,0,1
0.326,0.000,242.08,1.4,0,0,0
1.848,0.188,246.97,7.4,0,0,20
1.570,0.000,242.18,6.6,0,0,15
0.382,0.158,247.43,1.6,0,2,1
1.446,0.084,241.69,6.0,0,0,18
0.472,0.200,242.89,2.0,0,0,0
0.964,0.252,238.83,4.2,0,0,12
1.920,0.116,241.93,7.8,0,0,18
2.302,0.170,239.87,9.6,0,0,0
1.590,0.052,241.57,6.6,0,0,18
1.672,0.246,244.71,6.8,0,0,19
0.344,0.094,247.59,1.4,0,1,0
0.334,0.262,241.93,1.6,0,1,1
0.320,0.210,239.25,1.6,0,0,0
0.442,0.000,241.94,1.8,0,0,1
0.382,0.198,242.56,1.8,0,1,0
0.818,0.000,243.60,3.4,0,0,0
0.318,0.094,242.80,1.4,0,1,0
0.452,0.068,242.28,2.0,0,0,1
0.338,0.076,245.06,1.4,0,0,1
0.844,0.096,239.01,4.2,0,0,0
0.466,0.316,240.09,2.2,0,2,0
2.034,0.110,239.18,8.4,0,0,18
3.476,0.128,240.55,14.4,0,4,18
3.192,0.216,241.30,13.2,1,1,29
0.444,0.112,241.27,2.0,0,0,1
0.290,0.100,242.29,1.2,0,1,0
1.518,0.102,244.33,6.2,0,0,18
0.264,0.112,238.96,1.2,0,0,1
0.232,0.000,240.83,1.0,0,0,0
0.234,0.112,235.73,1.0,0,0,0
0.344,0.046,246.57,1.4,0,0,0
0.300,0.106,239.82,1.2,0,0,0
0.106,0.000,238.54,0.4,0,0,0
0.372,0.000,243.94,2.0,0,0,5
1.704,0.198,239.58,7.0,0,1,18
3.902,0.208,238.51,16.4,1,38,1
0.310,0.084,243.34,1.2,0,0,0
0.692,0.330,247.23,3.0,0,1,1
1.214,0.080,233.63,5.2,0,0,17
2.684,0.080,235.32,11.4,0,0,17
0.250,0.000,239.83,1.0,0,0,1
1.340,0.000,245.18,5.4,0,0,0
0.404,0.090,243.68,1.8,0,1,0
0.476,0.086,244.16,2.2,0,0,0
2.910,0.086,236.39,12.4,1,26,18
0.426,0.226,243.95,2.0,0,1,0
0.168,0.138,239.99,0.8,0,2,1
0.530,0.086,239.66,2.4,0,1,0
0.314,0.156,241.99,1.4,0,0,1
0.222,0.000,243.05,0.8,0,0,1
0.314,0.200,238.68,1.6,0,2,1
1.824,0.082,241.18,7.6,0,3,19
2.868,0.282,238.84,12.0,39,0,0
0.428,0.000,243.17,1.8,0,0,1
0.426,0.264,248.59,2.0,0,0,1
1.348,0.138,238.56,5.6,0,1,18
1.326,0.000,239.19,5.4,0,0,17
0.316,0.118,239.95,1.4,0,0,1
0.216,0.116,242.48,1.0,0,0,0
0.388,0.188,241.16,1.8,0,0,1
0.160,0.000,241.74,0.6,0,0,1
2.712,0.000,237.77,11.4,0,0,18
0.378,0.102,247.36,1.6,0,0,0
1.386,0.090,241.09,5.6,0,0,18
0.914,0.274,242.68,3.8,0,1,12
2.142,0.164,241.97,8.8,0,0,1
0.132,0.000,241.37,0.6,0,0,1
0.304,0.000,245.59,1.4,0,0,0
0.314,0.150,242.79,1.4,0,0,0
1.670,0.126,243.05,6.8,0,0,19
0.292,0.100,241.06,1.2,0,1,1
1.198,0.000,242.38,5.0,0,0,17
0.412,0.066,240.57,1.6,0,0,0
0.450,0.120,244.55,1.8,0,1,1
0.288,0.074,238.17,1.2,0,0,0
0.262,0.102,241.98,1.2,0,0,0
0.376,0.084,243.59,1.6,0,0,0
1.332,0.000,240.02,5.4,0,0,18
1.184,0.000,240.91,4.8,0,0,1
3.530,0.366,237.95,14.8,0,2,0
1.680,0.000,243.58,7.0,0,0,0
0.282,0.000,243.85,1.2,0,0,0
0.130,0.000,242.35,0.6,0,0,0
0.228,0.048,233.23,1.0,0,0,1
1.714,0.132,242.34,7.0,0,0,18
1.042,0.356,238.85,4.6,0,1,0
1.346,0.082,241.84,5.6,0,0,18
0.390,0.250,239.73,1.8,0,1,0
0.342,0.196,241.25,1.6,0,0,1
0.116,0.000,242.44,0.6,0,0,0
0.342,0.082,238.44,1.4,0,0,0
1.416,0.000,237.33,6.0,1,2,17
0.286,0.116,240.38,1.2,0,0,1
4.090,0.358,235.31,17.4,1,37,17
1.056,0.000,238.85,4.4,0,0,0
0.830,0.000,243.11,3.4,0,0,0
0.402,0.188,241.57,1.8,0,0,1
2.846,0.476,241.55,11.8,0,1,19
2.618,0.180,242.89,10.8,0,2,19
3.076,0.398,236.95,13.8,15,0,18
1.240,0.000,239.16,5.2,0,0,18
0.334,0.122,245.47,1.4,0,0,0
0.262,0.000,242.62,1.0,0,0,1
0.840,0.136,242.11,3.4,0,0,12
2.192,0.000,237.53,9.2,0,0,17
1.926,0.284,237.83,8.2,0,0,29
1.478,0.092,244.81,6.0,0,0,19
1.784,0.142,238.65,7.4,0,0,0
1.372,0.000,244.45,5.6,0,0,18
0.954,0.332,240.12,4.2,0,0,12
1.368,0.000,242.91,5.6,0,0,19
0.450,0.126,242.06,1.8,0,0,0
0.084,0.000,243.62,0.2,0,0,0
5.626,0.170,231.23,24.2,0,70,17
2.380,0.000,238.53,9.8,0,0,18
0.276,0.136,242.99,1.2,0,0,1
1.306,0.054,237.37,5.4,0,2,18
0.418,0.212,243.68,1.8,0,1,1
0.362,0.132,246.77,1.6,0,0,1
0.324,0.120,240.30,1.4,0,0,0
2.186,0.092,241.11,9.0,0,0,0
0.408,0.174,240.53,1.8,0,2,1
0.860,0.092,240.39,3.6,0,2,1
1.300,0.182,233.52,5.6,0,0,16
0.158,0.124,241.27,0.8,0,0,1
0.344,0.236,238.82,1.6,0,1,1
0.898,0.176,235.91,4.4,0,2,9
0.498,0.244,239.94,2.4,0,0,1
0.344,0.280,244.93,1.8,0,1,1
1.564,0.000,233.09,7.0,0,22,1
2.694,0.156,237.53,11.4,38,0,0
0.212,0.054,243.47,0.8,0,0,0
1.032,0.046,240.78,4.2,1,0,1
1.444,0.282,238.45,6.0,0,2,18
0.292,0.248,240.88,1.6,0,1,0
0.108,0.000,240.62,0.4,0,0,0
4.532,0.108,241.56,18.6,38,0,19
1.240,0.000,242.24,5.0,0,0,19
1.230,0.070,236.07,5.2,0,0,17
1.410,0.000,241.24,5.8,2,0,18
4.560,0.350,233.01,19.6,0,35,1
1.782,0.000,237.86,7.4,0,0,18
1.568,0.328,243.12,6.6,0,1,19
0.414,0.064,240.01,1.8,0,1,1
0.444,0.098,243.33,2.0,0,0,0
0.256,0.068,237.67,1.2,0,0,1
0.864,0.176,242.05,3.6,0,1,0
1.416,0.000,239.30,5.8,0,0,19
1.388,0.224,242.51,5.8,0,1,18
1.276,0.096,237.38,5.4,0,0,18
0.224,0.054,242.65,1.0,0,0,1
0.340,0.120,242.32,1.4,1,0,1
0.988,0.210,239.66,4.2,0,0,12
1.560,0.000,238.84,7.8,0,14,1
1.088,0.000,231.73,4.6,0,0,16
0.248,0.062,239.04,1.0,0,0,0
0.440,0.286,245.38,2.0,0,1,1
0.272,0.000,244.63,1.2,0,0,0
0.252,0.000,241.45,1.0,1,0,1
0.464,0.058,242.25,2.0,0,0,0
0.388,0.284,242.18,2.0,0,1,1
1.394,0.054,240.48,5.8,0,1,18
0.240,0.000,240.64,1.0,0,0,1
0.328,0.090,243.44,1.4,0,0,0
0.264,0.266,239.02,1.4,0,2,1
2.048,0.082,234.36,8.6,0,1,17
0.252,0.000,242.87,1.2,0,0,0
1.654,0.284,238.54,7.0,0,2,18
1.402,0.054,241.71,5.8,0,0,18
1.816,0.186,239.02,8.0,0,1,0
2.262,0.074,238.22,9.4,0,0,18
0.294,0.080,243.56,1.2,0,0,0
1.576,0.190,242.02,6.6,0,0,18
1.404,0.166,238.05,5.8,0,1,18
0.120,0.000,234.78,0.6,0,0,0
0.492,0.152,240.92,2.2,0,2,1
1.422,0.174,238.79,6.0,0,1,18
1.496,0.000,243.48,6.0,0,1,19
2.264,0.116,241.13,9.4,0,0,19
1.424,0.090,244.65,5.8,0,0,19
0.292,0.076,242.49,1.2,0,1,0
0.268,0.000,244.33,1.0,0,0,1
3.598,0.432,238.61,15.2,0,0,18
1.758,0.000,243.46,7.2,0,0,18
1.416,0.100,242.01,5.8,0,0,18
0.250,0.064,242.65,1.2,0,1,1
0.210,0.098,239.16,1.0,0,0,0
0.486,0.282,242.05,2.4,0,1,1
0.198,0.000,240.17,0.8,0,0,1
0.348,0.214,239.24,1.6,0,2,1
2.050,0.134,250.90,8.2,0,0,19
1.730,0.078,239.74,7.2,0,1,19
0.510,0.076,240.85,2.4,0,0,0
1.528,0.060,242.93,6.2,0,0,18
2.492,0.110,238.93,10.4,0,0,18
0.266,0.110,233.68,1.2,0,0,1
1.312,0.000,243.20,5.4,0,0,18
0.332,0.210,242.51,1.6,0,2,0
2.476,0.224,240.63,10.2,0,1,0
0.686,0.062,242.10,2.8,0,0,0
3.540,0.094,236.13,15.0,0,38,17
1.322,0.000,240.28,5.4,0,0,19
0.234,0.054,241.33,1.0,0,0,1
0.314,0.120,244.44,1.4,0,0,0
0.686,0.204,241.47,3.0,0,0,0
2.078,0.472,241.27,8.8,0,0,0
4.662,0.198,235.18,19.8,0,0,0
0.354,0.200,243.34,1.6,0,0,1
7.322,0.076,231.32,31.6,36,34,16
0.456,0.000,244.46,1.8,0,1,0
1.468,0.222,239.46,6.2,0,0,18
0.362,0.186,241.44,1.6,0,2,0
1.314,0.340,239.43,6.6,12,0,1
2.318,0.000,241.72,9.6,0,0,18
0.244,0.112,237.36,1.0,0,0,0
0.306,0.000,241.44,1.4,0,0,1
0.350,0.124,244.10,1.4,0,0,1
2.404,0.054,236.92,10.4,0,0,29
1.466,0.000,242.94,6.0,1,0,19
0.398,0.210,242.23,1.8,0,0,0
0.250,0.070,241.70,1.0,0,0,1
0.392,0.114,243.08,1.6,0,0,1
0.284,0.242,242.06,1.4,0,0,0
1.652,0.074,246.35,6.6,1,0,19
0.966,0.000,237.02,4.0,0,0,1
2.354,0.046,240.97,9.6,0,0,0
3.280,0.084,228.29,14.2,0,32,16
0.138,0.000,242.27,0.6,0,0,1
3.706,0.272,239.11,15.8,0,34,18
1.370,0.000,244.10,5.6,0,0,19
3.932,0.086,237.24,16.4,37,0,18
0.792,0.206,240.60,3.4,0,0,0
0.776,0.096,239.50,3.2,0,0,1
0.312,0.082,244.51,1.4,0,0,0
3.360,0.088,238.82,14.0,1,0,18
1.876,0.000,238.59,7.8,0,1,17
4.330,0.068,239.18,18.0,39,0,17
2.320,0.084,240.35,9.6,0,0,17
0.404,0.196,245.31,1.8,0,0,0
2.616,0.000,233.04,11.2,0,0,18
3.130,0.296,239.43,13.2,2,2,18
0.600,0.332,241.83,2.8,0,0,0
1.402,0.108,241.69,5.8,0,0,18
1.212,0.000,242.67,5.0,0,0,19
2.944,0.054,232.55,12.6,0,1,17
0.312,0.122,241.00,1.4,0,0,0
1.228,0.072,234.57,5.2,0,0,18
1.400,0.082,239.63,5.8,0,0,18
0.230,0.134,238.51,1.0,0,1,1
1.288,0.000,240.28,5.2,0,0,18
0.264,0.000,242.51,1.0,0,0,0
2.102,0.122,243.89,9.4,9,0,18
0.200,0.136,240.36,1.0,0,0,0
1.538,0.212,241.88,6.4,0,1,19
1.182,0.000,238.08,4.8,0,0,18
0.426,0.202,246.62,2.0,0,1,0
1.472,0.176,238.37,6.2,0,0,18
0.312,0.108,244.35,1.4,0,0,0
0.272,0.000,245.53,1.2,0,0,1
1.348,0.102,241.21,5.6,0,0,18
0.368,0.188,242.57,2.0,0,0,0
1.710,0.100,241.21,7.2,0,1,18
5.872,0.242,233.28,25.2,37,0,17
2.496,0.126,241.28,10.4,0,0,0
0.268,0.000,237.51,1.2,0,0,1
0.250,0.144,244.33,1.2,0,0,0
0.174,0.150,240.44,0.8,0,0,1
0.502,0.074,243.77,2.0,0,0,1
0.322,0.222,241.21,1.6,0,1,1
1.566,0.272,237.55,6.8,0,0,1
1.448,0.106,240.28,6.0,0,0,0
1.702,0.000,242.72,7.0,0,0,0
1.286,0.064,244.50,5.2,0,0,1
0.414,0.104,239.82,1.8,0,0,0
1.628,0.152,238.41,7.0,0,0,23
0.300,0.222,242.62,1.4,0,1,1
1.428,0.104,238.24,6.0,0,0,18
0.408,0.214,243.76,1.8,0,0,0
0.812,0.178,243.36,3.4,0,2,1
0.324,0.194,240.84,1.6,0,0,1
1.846,0.000,233.41,8.4,0,24,0
0.348,0.196,240.17,1.6,0,0,1
0.304,0.000,241.45,1.4,0,0,0
0.760,0.058,240.53,3.0,0,0,0
0.158,0.000,243.33,0.6,0,0,1
0.216,0.000,241.29,0.8,0,0,0
1.330,0.000,240.66,5.4,0,0,18
2.468,0.000,239.44,10.2,0,36,1
1.436,0.060,231.25,6.2,0,0,17
0.794,0.312,243.35,3.6,0,1,0
2.386,0.228,241.93,9.8,0,1,18
0.322,0.210,240.26,1.6,0,0,0
0.298,0.050,242.03,1.2,0,0,0
1.062,0.106,240.92,5.8,12,1,1
1.352,0.000,244.23,5.4,0,0,18
2.346,0.054,240.05,9.6,0,0,0
1.322,0.074,239.79,5.4,0,0,18
0.180,0.090,234.06,0.8,0,0,0
0.234,0.000,237.17,1.0,0,0,1
1.444,0.214,238.89,6.0,0,1,0
1.306,0.000,240.81,5.4,0,0,19
1.904,0.246,237.67,8.4,0,25,0
0.250,0.000,240.60,1.2,0,0,0
5.140,0.282,237.56,21.6,37,2,18
2.412,0.000,241.66,10.0,0,1,19
0.222,0.000,243.64,1.0,0,0,0
0.246,0.056,243.70,1.0,0,0,1
0.212,0.098,242.38,1.0,0,0,0
1.716,0.058,239.06,7.2,1,0,18
0.828,0.054,234.91,3.6,0,0,0
0.220,0.000,243.42,1.0,0,0,0
2.496,0.206,242.60,10.2,0,1,0
0.266,0.000,242.25,1.2,0,0,1
0.664,0.142,244.29,2.8,0,0,0
0.158,0.000,243.94,0.6,0,0,0
0.226,0.000,242.54,0.8,0,0,1
0.442,0.050,239.38,2.2,0,0,0
0.392,0.098,240.96,1.6,0,0,0
1.432,0.000,243.25,5.8,0,0,18
0.282,0.062,232.22,1.2,0,0,0
0.308,0.216,240.95,1.6,0,1,1
2.182,0.084,239.98,9.2,0,34,0
3.606,0.478,237.67,15.8,8,1,17
1.288,0.096,236.58,5.4,0,0,18
0.346,0.130,244.15,1.4,0,0,0
0.372,0.226,241.13,1.8,0,1,1
0.194,0.154,241.49,1.0,0,0,1
2.786,0.116,237.10,11.6,0,0,17
1.524,0.204,241.41,6.4,0,0,19
0.350,0.088,243.03,1.4,0,1,0
0.510,0.358,245.25,2.4,0,2,1
1.400,0.056,237.51,5.8,0,0,17
0.318,0.094,239.59,1.4,0,2,1
0.146,0.000,241.58,0.6,0,0,1
0.460,0.204,242.24,2.0,0,0,0
0.272,0.112,239.30,1.2,0,0,1
1.252,0.048,237.20,5.2,0,0,17
0.080,0.000,240.52,0.2,0,0,0
0.388,0.000,242.11,1.6,0,0,1
1.102,0.000,241.12,4.6,0,0,0
1.384,0.090,241.96,5.6,0,2,0
0.324,0.000,241.29,1.6,0,0,1
1.446,0.080,245.04,5.8,0,0,19
0.198,0.000,240.05,0.8,0,0,1
0.434,0.254,243.69,2.0,0,2,1
0.322,0.000,246.45,1.4,0,0,0
0.162,0.000,246.06,0.6,0,0,0
0.664,0.362,246.09,3.2,0,1,0
0.422,0.100,242.94,2.0,0,0,1
0.324,0.204,237.49,1.6,0,2,0
0.874,0.200,236.57,4.4,0,1,7
2.890,0.282,240.18,12.0,0,1,17
1.570,0.216,242.83,6.4,0,2,18
0.378,0.182,243.27,1.6,0,1,0
1.440,0.106,242.69,6.0,0,0,19
0.896,0.116,240.98,3.6,0,0,0
1.368,0.080,240.52,5.6,0,0,18
2.778,0.218,237.98,11.6,0,37,0
0.384,0.116,244.39,1.6,0,1,0
0.352,0.000,244.53,1.4,0,0,0
1.278,0.000,231.67,5.4,0,0,17
1.840,0.396,242.84,7.8,0,0,1
1.296,0.000,240.50,5.4,0,0,18
2.474,0.000,232.55,10.6,0,0,0
0.398,0.106,241.21,1.8,0,0,0
1.512,0.072,243.52,6.2,0,0,18
2.094,0.340,241.74,8.8,0,0,29
2.140,0.128,241.86,8.8,0,0,18
1.310,0.000,239.87,5.4,0,0,18
0.298,0.066,239.19,1.2,0,1,1
0.424,0.216,241.44,1.8,0,1,0
4.350,0.180,230.39,18.8,36,1,16
0.410,0.176,239.83,1.8,0,2,0
0.156,0.000,239.16,0.6,0,0,1
0.302,0.116,241.66,1.2,0,0,0
1.308,0.094,239.18,5.4,0,0,18
0.492,0.294,242.32,2.4,0,1,1
2.852,0.058,237.11,12.0,0,0,17
2.430,0.000,240.32,10.0,0,37,0
3.864,0.306,235.89,16.4,39,0,17
0.156,0.000,241.25,0.6,0,0,1
0.308,0.238,240.90,1.6,0,0,0
3.314,0.082,241.74,13.6,0,1,18
7.508,0.000,228.89,32.8,35,68,16
0.298,0.126,245.06,1.2,0,1,0
1.590,0.000,238.72,6.6,0,2,18
0.298,0.080,244.05,1.2,0,1,0
2.948,0.064,238.94,12.2,0,0,18
1.376,0.208,240.86,5.8,0,1,18
0.166,0.142,241.63,0.8,0,1,0
0.310,0.240,242.05,1.6,0,0,0
0.716,0.072,233.95,3.0,1,1,0
0.398,0.292,240.51,2.0,0,1,0
2.766,0.394,239.17,12.0,9,0,18
0.316,0.084,240.09,1.4,0,0,0
1.472,0.000,237.79,6.2,0,0,22
0.142,0.000,242.36,0.6,0,0,0
1.396,0.072,238.52,5.8,0,0,18
0.374,0.216,238.66,1.8,0,0,1
1.444,0.086,240.92,6.0,0,0,19
2.096,0.492,240.24,8.8,0,1,29
0.374,0.088,239.12,1.6,0,0,0
0.232,0.094,242.37,1.0,0,0,0
3.654,0.278,237.50,15.4,0,38,17
1.322,0.000,243.82,5.4,0,0,18
0.282,0.086,237.39,1.2,0,2,0
1.402,0.078,240.73,5.8,0,0,18
2.750,0.242,240.06,11.4,2,2,18
0.188,0.000,241.95,0.8,0,0,1
1.072,0.492,241.34,4.8,0,1,12
0.210,0.088,242.86,1.0,0,0,1
1.380,0.000,232.62,5.8,0,0,17
0.274,0.000,243.36,1.2,0,0,1
0.236,0.140,243.15,1.0,0,0,1
0.952,0.366,244.02,4.2,1,1,0
0.240,0.138,241.47,1.2,0,0,0
0.582,0.240,241.70,2.6,0,2,1
3.272,0.220,237.69,13.8,37,2,0
1.726,0.278,241.81,7.2,0,1,1
0.278,0.204,241.88,1.4,0,1,1
0.402,0.344,241.22,2.2,0,1,1
0.348,0.242,240.67,1.6,0,2,0
0.276,0.056,239.05,1.2,0,0,0
0.338,0.100,243.85,1.4,0,0,0
1.446,0.000,242.91,6.0,0,0,19
0.928,0.078,237.61,3.8,0,1,1
2.204,0.184,239.08,9.2,0,2,17
1.550,0.000,239.57,6.4,0,0,18
1.436,0.080,245.60,5.8,0,0,19
0.222,0.000,244.37,1.0,0,0,0
0.804,0.068,242.30,3.2,0,0,1
2.078,0.000,239.85,8.6,0,0,18
4.994,0.226,234.34,21.6,0,0,16
4.506,0.244,232.05,19.6,1,26,17
1.598,0.254,241.22,6.6,0,0,19
0.138,0.000,241.66,0.6,0,0,1
1.430,0.110,240.34,5.8,0,0,18
0.320,0.000,243.23,1.2,0,0,1
0.658,0.084,246.00,2.6,0,0,0
0.154,0.000,239.07,0.6,0,0,0
0.762,0.000,243.42,3.2,0,0,0
0.466,0.070,240.30,2.2,0,0,1
0.756,0.190,240.18,3.2,0,0,1
0.336,0.080,243.87,1.4,0,0,0
0.308,0.100,241.29,1.4,0,1,0
0.952,0.148,238.59,4.0,0,0,10
0.202,0.000,239.93,0.8,0,0,0
2.028,0.132,240.80,8.4,0,0,18
1.444,0.240,239.24,6.0,0,2,18
0.570,0.296,241.55,2.6,0,1,1
0.182,0.100,239.82,0.8,0,0,0
1.024,0.160,242.57,4.2,0,2,1
0.352,0.126,243.22,1.4,0,0,1
2.596,0.000,240.74,10.8,0,0,19
0.372,0.092,243.22,1.6,0,0,0
0.214,0.000,242.43,0.8,0,0,0
1.290,0.000,240.46,5.2,0,0,17
1.248,0.068,238.12,5.2,0,0,17
1.446,0.122,243.77,5.8,0,0,18
1.886,0.276,240.14,7.8,0,1,19
0.376,0.238,243.07,1.8,0,2,0
1.500,0.096,241.67,6.2,0,2,18
1.118,0.066,241.78,4.6,0,0,0
0.374,0.102,245.99,1.6,0,0,0
0.140,0.000,239.92,0.6,0,0,1
0.312,0.102,244.27,1.4,0,1,0
0.608,0.198,241.64,2.8,0,1,0
0.260,0.000,239.98,1.0,0,0,0
1.978,0.160,238.21,8.2,0,1,18
0.140,0.000,242.00,0.6,0,0,1
0.240,0.096,241.32,1.0,0,2,1
0.164,0.000,240.84,0.6,0,0,0
0.650,0.210,239.20,3.0,0,0,0
0.288,0.050,235.57,1.2,0,0,0
3.694,0.324,243.14,15.2,47,0,1
0.486,0.176,242.20,2.0,0,0,0
0.434,0.416,240.93,2.4,0,0,0
0.344,0.118,243.96,1.4,0,0,1
1.432,0.062,242.94,5.8,0,0,18
1.330,0.072,237.57,5.6,0,2,17
0.242,0.110,239.45,1.0,0,0,1
1.220,0.130,240.66,5.0,0,0,0
0.454,0.240,245.18,2.2,0,0,1
0.080,0.000,240.22,0.2,0,0,0
0.342,0.166,238.78,1.6,0,1,1
1.450,0.152,243.25,6.0,1,0,18
0.390,0.180,239.88,1.8,0,0,0
0.336,0.250,242.20,1.6,0,0,1
1.488,0.182,239.67,6.2,1,1,18
1.336,0.306,242.02,5.6,0,0,13
0.528,0.060,244.44,2.2,0,0,1
2.684,0.050,232.84,11.6,0,0,0
1.472,0.136,240.37,6.2,0,0,0
2.266,0.084,237.34,9.4,0,0,17
0.120,0.000,240.34,0.6,0,0,0
1.424,0.222,243.62,5.8,0,0,19
0.410,0.068,238.94,1.8,0,0,0
0.286,0.106,242.82,1.2,1,0,0
1.348,0.084,237.36,5.6,0,0,17
0.964,0.436,241.75,4.4,0,1,11
1.462,0.242,247.46,6.0,0,0,0
1.366,0.276,241.36,5.8,0,18,1
1.328,0.000,239.57,5.4,0,0,18
1.058,0.188,238.62,4.4,0,1,0
1.338,0.000,239.58,5.6,0,0,17
0.302,0.218,237.36,1.6,0,1,0
1.942,0.182,238.96,8.2,0,0,18
0.276,0.114,239.84,1.2,0,0,0
1.510,0.184,240.56,6.2,1,0,18
0.852,0.146,237.28,4.0,0,0,8
0.378,0.090,241.16,1.6,0,0,1
0.250,0.000,236.94,1.0,0,0,0
0.314,0.092,245.16,1.2,0,1,1
0.270,0.000,245.85,1.0,0,0,0
1.308,0.000,242.75,5.4,0,0,18
2.760,0.048,237.47,11.6,0,0,0
0.264,0.130,241.35,1.2,0,0,0
0.080,0.000,241.14,0.2,0,0,1
0.298,0.098,238.45,1.2,0,1,0
1.818,0.240,244.75,7.4,0,1,19
0.358,0.138,237.48,1.6,0,1,1
1.418,0.000,236.00,6.0,1,0,18
0.708,0.158,239.91,3.0,0,0,0
2.816,0.208,238.82,11.8,0,2,18
0.450,0.226,242.13,2.0,0,0,0
0.208,0.114,242.20,1.0,0,1,0
0.266,0.056,240.64,1.2,0,0,0
0.420,0.172,240.18,1.8,0,0,0
0.446,0.094,238.71,1.8,0,0,0
3.992,0.300,239.85,16.6,0,37,18
1.494,0.216,243.65,6.2,0,1,18
1.458,0.236,240.37,6.0,0,1,19
1.774,0.066,244.30,7.2,0,0,18
1.796,0.192,238.74,7.4,0,2,18
1.258,0.000,237.04,5.2,0,0,17
1.824,0.000,238.19,7.6,0,0,17
2.382,0.120,237.74,10.8,26,0,1
0.416,0.000,243.46,1.8,0,0,0
0.182,0.080,234.59,0.8,0,1,0
1.182,0.200,238.60,5.0,1,0,1
0.264,0.000,248.07,1.2,0,0,0
2.240,0.072,235.34,9.4,0,0,17
1.574,0.178,240.29,6.6,2,1,19
0.864,0.220,239.10,3.6,0,0,12
1.286,0.000,239.73,5.2,0,0,17
3.862,0.408,240.05,16.2,0,0,18
0.346,0.074,243.32,1.4,0,1,0
1.878,0.094,238.86,7.8,1,0,18
1.702,0.198,239.22,7.2,0,0,18
0.348,0.110,242.55,1.4,0,2,0
1.314,0.000,243.60,5.4,0,0,18
0.244,0.118,239.71,1.0,0,0,1
2.060,0.052,233.99,9.8,10,0,16
1.364,0.068,238.78,5.6,0,0,18
0.236,0.136,244.46,1.0,0,1,0
0.344,0.000,243.31,1.4,0,0,0
4.618,0.000,237.17,19.4,0,0,18
0.434,0.168,240.40,2.0,0,0,0
1.382,0.430,239.90,6.0,1,1,0
0.402,0.210,245.47,1.8,0,0,0
0.156,0.000,240.77,0.6,0,0,1
1.474,0.098,239.80,6.0,0,0,18
1.438,0.084,242.64,5.8,0,0,19
0.616,0.316,234.68,2.8,0,3,0
0.324,0.192,247.03,1.6,0,0,0
2.320,0.070,237.97,9.6,0,0,18
2.336,0.124,241.05,9.6,0,0,18
3.854,0.174,232.53,16.6,0,1,16
1.806,0.094,242.94,7.4,1,0,18
1.342,0.234,237.55,5.6,0,1,18
0.276,0.046,244.27,1.4,0,0,1
0.296,0.052,246.13,1.4,0,0,0
3.662,0.184,236.09,15.4,37,0,18
0.280,0.104,241.50,1.2,0,2,1
0.828,0.050,240.43,3.4,0,0,1
0.296,0.000,240.57,1.2,0,0,0
0.818,0.060,240.82,4.8,0,0,0
0.330,0.162,247.26,1.4,0,0,0
0.316,0.238,244.90,1.6,0,1,1
0.246,0.000,242.69,1.0,0,0,0
0.416,0.094,241.61,1.6,0,0,1
0.318,0.232,240.65,1.6,1,1,0
0.186,0.062,239.75,0.8,0,0,0
0.428,0.238,245.57,2.0,0,2,0
0.202,0.112,241.91,1.0,0,2,0
0.220,0.000,246.60,0.8,0,0,0
0.444,0.336,242.90,2.2,0,2,1
0.202,0.000,244.61,0.8,0,0,0
0.396,0.068,245.09,1.8,0,0,0
0.218,0.000,241.42,0.8,0,0,1
0.850,0.302,240.86,4.0,0,2,0
0.418,0.170,243.19,1.8,0,0,0
1.420,0.000,236.97,6.0,0,0,18
2.222,0.000,240.19,9.2,0,0,18
1.696,0.268,242.71,7.0,0,1,18
