Date,Start_Hour,End_Hour,Source,Production
2/14/2025,4,5,Wind,4885
3/26/2025,9,10,Solar,5782
11/26/2024,4,5,Wind,6219
4/28/2024,2,3,Wind,10447
11/22/2022,1,2,Wind,12041
11/29/2022,15,16,Wind,1968
4/8/2022,14,15,Wind,11738
3/4/2025,8,9,Wind,4145
1/4/2025,5,6,Wind,3400
3/7/2023,3,4,Wind,6319
2/14/2022,14,15,Wind,9764
5/8/2022,22,23,Wind,4696
5/6/2022,8,9,Wind,3819
8/26/2023,2,3,Wind,3201
11/23/2021,15,16,Wind,8206
4/4/2024,18,19,Wind,11229
11/2/2021,14,15,Wind,4605
12/3/2024,4,5,Wind,4565
4/27/2024,13,14,Wind,11256
3/5/2020,3,4,Wind,4670
1/20/2025,1,2,Wind,1433
10/30/2025,13,14,Solar,10035
3/16/2021,0,1,Wind,4320
2/10/2024,9,10,Wind,5538
3/27/2021,10,11,Wind,11367
6/12/2020,6,7,Wind,4273
9/16/2024,17,18,Wind,9716
4/8/2020,21,22,Wind,591
7/29/2024,23,0,Wind,2947
10/13/2024,11,12,Solar,5124
3/2/2020,7,8,Wind,5635
6/20/2022,1,2,Wind,6180
10/18/2024,8,9,Wind,3206
11/27/2022,8,9,Wind,7193
1/31/2025,2,3,Wind,2090
11/5/2025,6,7,Wind,12088
12/25/2022,1,2,Wind,3714
11/18/2021,7,8,Wind,1551
2/9/2024,20,21,Wind,10063
12/20/2020,6,7,Wind,4196
10/7/2021,3,4,Wind,1775
2/8/2025,20,21,Wind,4467
6/27/2022,1,2,Wind,1181
6/13/2024,12,13,Solar,11171
5/30/2020,21,22,Wind,3287
1/23/2021,19,20,Wind,4960
4/19/2025,18,19,Wind,6402
1/24/2020,11,12,Solar,2030
3/30/2023,8,9,Wind,11892
8/4/2023,16,17,Wind,9754
8/18/2023,21,22,Wind,2837
1/21/2024,19,20,Wind,15711
1/24/2020,21,22,Wind,574
12/10/2023,6,7,Wind,13611
7/6/2025,3,4,Wind,4302
9/30/2024,11,12,Wind,18884
12/28/2021,16,17,Wind,14399
2/17/2020,14,15,Wind,12617
3/21/2024,20,21,Wind,1287
10/17/2024,4,5,Wind,7801
10/21/2020,7,8,Wind,11972
6/15/2024,5,6,Wind,13185
5/23/2024,14,15,Solar,7249
6/3/2021,20,21,Wind,1310
11/21/2020,4,5,Wind,3570
12/23/2021,1,2,Wind,6018
10/29/2024,11,12,Solar,4666
9/29/2020,10,11,Solar,2520
5/24/2024,12,13,Solar,5268
10/10/2022,10,11,Solar,3890
1/15/2025,12,13,Solar,6318
2/6/2025,6,7,Wind,5009
11/4/2024,10,11,Solar,4375
9/25/2025,5,6,Wind,3011
5/12/2020,8,9,Wind,4677
6/29/2025,17,18,Solar,7389
9/21/2024,8,9,Wind,4688
8/30/2023,3,4,Wind,2278
3/23/2024,8,9,Wind,12180
1/20/2022,11,12,Wind,4625
1/25/2020,9,10,Wind,1880
5/31/2025,23,0,Wind,3134
3/27/2022,20,21,Wind,1867
5/2/2025,10,11,Solar,8080
5/6/2023,3,4,Wind,1753
1/21/2025,20,21,Wind,6662
3/27/2025,19,20,Wind,2827
9/3/2023,7,8,Wind,3107
3/25/2020,15,16,Wind,7364
6/22/2025,10,11,Solar,3306
9/28/2023,22,23,Wind,4596
2/24/2022,7,8,Wind,6543
7/1/2025,22,23,Wind,1168
10/18/2024,17,18,Wind,3520
11/8/2022,10,11,Wind,14327
5/26/2020,14,15,Solar,7627
11/7/2021,9,10,Wind,6065
3/17/2021,16,17,Wind,10778
11/29/2020,17,18,Wind,2714
2/13/2022,17,18,Wind,14832
7/5/2023,2,3,Wind,10254
2/8/2021,4,5,Wind,1136
6/7/2023,19,20,Wind,5508
11/10/2024,14,15,Solar,3870
10/4/2023,1,2,Wind,3368
1/18/2022,5,6,Wind,2665
7/30/2023,7,8,Wind,5522
5/7/2024,11,12,Solar,6806
7/3/2021,20,21,Wind,1615
11/28/2022,21,22,Wind,3114
7/24/2022,14,15,Solar,7534
7/29/2025,20,21,Wind,4092
8/19/2021,22,23,Wind,975
11/6/2020,2,3,Wind,7221
12/14/2021,3,4,Wind,526
9/5/2021,6,7,Wind,333
12/30/2020,10,11,Wind,3682
4/7/2024,20,21,Wind,6879
11/30/2022,5,6,Wind,1088
11/12/2023,4,5,Wind,7552
6/4/2023,15,16,Solar,5211
7/30/2020,4,5,Wind,2280
11/7/2022,7,8,Wind,11247
1/21/2024,20,21,Wind,16033
6/19/2022,1,2,Wind,9170
9/28/2020,15,16,Wind,6463
7/5/2020,8,9,Wind,7132
5/5/2020,19,20,Wind,2616
9/10/2025,6,7,Wind,4002
2/6/2024,20,21,Wind,15900
6/15/2020,10,11,Solar,3952
11/28/2022,1,2,Wind,4590
10/9/2024,22,23,Wind,12273
3/12/2020,11,12,Wind,8584
3/14/2023,1,2,Wind,15285
10/16/2022,10,11,Solar,4222
4/28/2021,22,23,Wind,2359
8/27/2025,10,11,Solar,5745
5/1/2024,7,8,Wind,1889
2/28/2023,11,12,Wind,12386
9/15/2021,7,8,Wind,1882
9/12/2021,16,17,Solar,3744
11/25/2023,16,17,Wind,5919
2/8/2020,22,23,Wind,5778
12/6/2023,4,5,Wind,2308
4/16/2024,17,18,Wind,9695
6/13/2024,0,1,Wind,1368
5/9/2023,15,16,Wind,7956
5/20/2022,22,23,Wind,3099
9/26/2021,23,0,Wind,3015
11/12/2022,2,3,Wind,4184
7/5/2023,12,13,Wind,12588
8/17/2025,16,17,Solar,10740
9/10/2023,19,20,Wind,1510
12/9/2021,9,10,Wind,6599
2/1/2022,21,22,Wind,11936
6/13/2020,4,5,Wind,2913
1/18/2021,1,2,Wind,2151
2/15/2022,10,11,Wind,8477
11/29/2025,23,0,Wind,5416
11/7/2023,1,2,Wind,7494
6/1/2024,4,5,Wind,5601
9/7/2023,22,23,Wind,1295
7/29/2020,22,23,Wind,1502
8/26/2023,16,17,Solar,6550
4/27/2021,11,12,Solar,3002
2/2/2020,9,10,Wind,12167
3/5/2022,10,11,Solar,4371
2/6/2020,6,7,Wind,3180
4/30/2020,23,0,Wind,7525
10/9/2021,12,13,Solar,5315
9/1/2021,17,18,Wind,8723
10/26/2024,4,5,Wind,2044
10/13/2023,1,2,Wind,6109
12/31/2022,18,19,Wind,16336
7/27/2021,16,17,Wind,6558
1/30/2023,17,18,Wind,4138
12/15/2022,2,3,Wind,3093
7/22/2025,20,21,Wind,3351
8/24/2022,23,0,Wind,2688
4/30/2024,9,10,Wind,5623
12/13/2021,4,5,Wind,1474
8/13/2021,8,9,Solar,1524
11/16/2025,20,21,Wind,4486
3/13/2020,20,21,Wind,1726
4/21/2022,2,3,Wind,3343
4/6/2025,14,15,Solar,7920
11/9/2022,2,3,Wind,8859
12/28/2021,18,19,Wind,14151
12/30/2024,23,0,Wind,1859
4/17/2025,2,3,Wind,2479
8/26/2022,4,5,Wind,3261
9/7/2025,17,18,Wind,9440
6/3/2025,15,16,Wind,6591
2/6/2022,21,22,Wind,15785
9/10/2020,16,17,Solar,2707
3/13/2023,15,16,Wind,17761
10/6/2021,21,22,Wind,3447
7/31/2020,16,17,Solar,5478
1/10/2025,9,10,Wind,4894
3/14/2021,12,13,Wind,13129
9/8/2023,6,7,Wind,1204
12/14/2020,18,19,Wind,6307
2/6/2022,9,10,Wind,16306
12/6/2022,18,19,Wind,1812
3/27/2025,2,3,Wind,2864
5/26/2021,20,21,Wind,3271
1/26/2020,10,11,Wind,3632
8/3/2025,17,18,Solar,6080
1/12/2025,19,20,Wind,4553
10/14/2022,5,6,Wind,3583
12/4/2020,6,7,Wind,10790
5/12/2023,22,23,Wind,4577
3/8/2021,2,3,Wind,3001
9/15/2024,19,20,Wind,3305
1/28/2024,11,12,Wind,11294
3/29/2021,0,1,Wind,4522
4/15/2024,16,17,Wind,12597
6/17/2024,0,1,Wind,2888
11/10/2025,1,2,Wind,6100
1/12/2023,19,20,Wind,16042
3/6/2023,21,22,Wind,5540
7/19/2020,16,17,Solar,3926
7/7/2025,16,17,Wind,15279
4/14/2023,5,6,Wind,4328
4/28/2023,0,1,Wind,3628
9/21/2020,13,14,Solar,2670
11/14/2022,1,2,Wind,3638
4/3/2023,21,22,Wind,8623
11/13/2022,9,10,Wind,3192
9/8/2021,7,8,Wind,5736
2/28/2021,0,1,Wind,8246
10/3/2022,14,15,Solar,5306
4/24/2024,14,15,Wind,11510
6/20/2020,2,3,Wind,744
5/19/2023,23,0,Wind,7495
9/16/2021,12,13,Solar,2395
4/19/2022,19,20,Wind,3609
2/19/2022,18,19,Wind,13622
5/3/2023,17,18,Wind,10415
2/20/2022,22,23,Wind,15414
7/27/2024,20,21,Wind,2467
12/30/2021,18,19,Wind,5336
9/28/2024,6,7,Wind,5786
8/3/2021,4,5,Wind,1167
9/1/2022,12,13,Solar,6468
2/22/2024,13,14,Wind,19746
2/14/2023,23,0,Wind,4838
10/2/2023,6,7,Wind,2720
8/25/2020,23,0,Wind,10012
4/26/2021,14,15,Wind,9580
6/8/2020,20,21,Wind,4486
4/27/2021,1,2,Wind,5916
4/15/2020,22,23,Wind,5000
1/30/2023,5,6,Wind,6860
5/3/2023,5,6,Wind,6605
11/9/2020,16,17,Wind,1211
3/22/2020,3,4,Wind,7874
1/12/2021,0,1,Wind,10253
4/26/2024,9,10,Solar,3195
4/6/2025,10,11,Wind,7207
1/9/2024,15,16,Wind,5929
3/2/2023,6,7,Wind,4447
8/1/2022,9,10,Solar,3197
1/16/2023,2,3,Wind,15299
11/6/2025,6,7,Wind,7242
11/22/2025,8,9,Wind,6277
4/2/2022,10,11,Wind,12089
2/17/2025,7,8,Wind,4211
4/21/2021,8,9,Wind,2030
7/12/2020,19,20,Wind,3387
3/27/2020,4,5,Wind,4063
8/18/2024,3,4,Wind,2825
3/18/2020,13,14,Solar,4083
9/26/2024,14,15,Wind,18230
1/13/2020,19,20,Wind,11471
12/22/2024,2,3,Wind,18336
9/19/2025,15,16,Solar,11970
6/11/2025,6,7,Wind,3565
5/29/2022,21,22,Wind,3783
8/12/2020,20,21,Wind,1909
8/10/2025,2,3,Wind,4079
9/21/2020,17,18,Solar,1324
1/14/2024,14,15,Solar,2993
12/2/2022,6,7,Wind,1978
11/9/2024,13,14,Solar,2420
2/7/2020,12,13,Wind,5775
4/18/2025,4,5,Wind,3723
3/21/2025,14,15,Wind,14068
7/8/2022,3,4,Wind,4631
10/27/2020,5,6,Wind,5664
7/21/2020,12,13,Solar,5559
4/12/2024,22,23,Wind,1336
6/25/2021,15,16,Solar,5594
10/10/2021,22,23,Wind,3797
9/22/2025,21,22,Wind,9912
5/18/2020,20,21,Wind,2841
6/17/2025,19,20,Solar,4262
11/8/2022,14,15,Wind,13219
6/16/2024,18,19,Wind,6938
7/6/2023,11,12,Solar,6428
10/5/2024,6,7,Wind,3130
9/4/2023,13,14,Solar,10850
9/9/2020,15,16,Solar,3760
4/26/2022,4,5,Wind,2158
5/17/2024,12,13,Solar,7049
6/22/2025,0,1,Wind,5599
7/25/2020,8,9,Wind,2258
2/22/2024,6,7,Wind,12383
7/13/2024,1,2,Wind,1536
8/26/2020,5,6,Wind,9031
11/21/2025,14,15,Wind,8425
2/27/2020,15,16,Wind,13026
10/8/2022,17,18,Solar,2614
9/17/2022,13,14,Solar,11211
2/15/2020,21,22,Wind,12205
3/6/2023,23,0,Wind,6456
3/1/2025,19,20,Wind,10705
7/19/2024,13,14,Solar,7836
7/29/2020,0,1,Wind,2959
11/7/2020,3,4,Wind,6520
6/26/2022,3,4,Wind,2038
9/29/2020,0,1,Wind,3370
2/27/2022,0,1,Wind,10265
6/3/2024,12,13,Solar,7359
1/8/2023,7,8,Wind,11235
11/4/2020,10,11,Solar,2573
6/7/2024,15,16,Solar,6717
11/17/2023,11,12,Solar,6997
3/8/2020,4,5,Wind,8671
1/23/2021,14,15,Wind,6948
5/10/2021,22,23,Wind,2101
12/22/2020,21,22,Wind,7511
1/10/2023,10,11,Wind,11063
1/8/2023,8,9,Wind,11674
5/24/2023,10,11,Solar,8496
11/26/2022,5,6,Wind,2637
3/19/2025,2,3,Wind,9355
6/16/2024,19,20,Wind,5336
6/14/2025,15,16,Solar,4335
10/7/2022,21,22,Wind,2200
4/22/2024,8,9,Wind,6297
7/31/2020,17,18,Wind,5179
7/29/2022,1,2,Wind,1796
10/24/2020,12,13,Wind,12783
12/5/2021,19,20,Wind,6038
2/22/2023,9,10,Wind,4172
3/17/2022,12,13,Wind,5711
4/6/2025,4,5,Wind,9166
4/28/2020,19,20,Wind,6156
11/10/2021,12,13,Solar,2676
10/14/2020,15,16,Wind,7158
6/4/2021,0,1,Wind,1900
8/29/2025,10,11,Wind,14544
5/17/2021,9,10,Wind,13137
12/1/2021,4,5,Wind,13914
7/23/2025,17,18,Solar,5518
12/28/2022,19,20,Wind,16298
10/19/2024,11,12,Wind,9201
3/14/2020,1,2,Wind,2073
2/10/2023,23,0,Wind,2522
3/21/2021,22,23,Wind,6289
1/5/2025,1,2,Wind,10645
5/26/2021,7,8,Wind,7690
9/24/2025,5,6,Wind,6186
10/12/2024,9,10,Wind,6626
3/20/2022,15,16,Wind,4510
1/1/2021,10,11,Wind,1693
8/17/2023,14,15,Solar,7730
11/28/2022,6,7,Wind,4338
7/7/2025,15,16,Wind,15874
3/23/2023,11,12,Wind,15232
11/5/2025,0,1,Wind,12455
6/20/2021,16,17,Solar,3891
6/2/2024,3,4,Wind,5796
2/8/2023,23,0,Wind,2589
12/31/2024,4,5,Wind,2561
12/26/2024,2,3,Wind,2439
4/22/2024,12,13,Wind,12418
4/6/2020,17,18,Wind,3523
11/16/2021,21,22,Wind,1366
5/17/2023,22,23,Wind,7664
1/12/2021,8,9,Wind,13018
10/9/2025,1,2,Wind,2393
1/15/2021,11,12,Wind,6920
12/26/2024,19,20,Wind,3295
7/26/2024,4,5,Wind,1847
3/23/2023,14,15,Wind,15695
11/26/2020,20,21,Wind,1816
11/4/2020,0,1,Wind,2054
8/26/2025,17,18,Wind,9006
11/21/2021,18,19,Wind,3715
9/8/2020,20,21,Wind,510
7/19/2023,2,3,Wind,2938
11/9/2023,15,16,Wind,15032
10/5/2021,9,10,Wind,10319
9/16/2023,12,13,Solar,8363
12/29/2021,3,4,Wind,7676
2/8/2021,23,0,Wind,2021
10/3/2021,7,8,Wind,9354
3/20/2021,10,11,Solar,7338
7/15/2025,8,9,Wind,4506
6/7/2022,11,12,Wind,8605
4/23/2020,17,18,Solar,2134
10/27/2024,6,7,Wind,1656
2/3/2020,6,7,Wind,8170
7/5/2024,20,21,Wind,3780
3/28/2024,3,4,Wind,15546
7/30/2020,10,11,Solar,3203
6/25/2025,1,2,Wind,893
5/10/2024,10,11,Solar,8078
2/4/2021,7,8,Wind,2863
10/14/2021,13,14,Solar,5943
6/4/2022,12,13,Solar,5383
3/11/2023,1,2,Wind,3074
2/24/2020,14,15,Wind,13790
6/28/2024,15,16,Solar,4409
9/14/2020,16,17,Solar,4399
12/28/2023,21,22,Wind,13954
2/22/2021,13,14,Wind,5018
4/11/2020,10,11,Solar,3085
5/5/2025,16,17,Wind,14822
1/7/2024,3,4,Wind,7358
9/25/2022,20,21,Wind,1904
6/2/2023,19,20,Wind,7796
3/9/2021,9,10,Solar,3647
5/31/2021,6,7,Wind,4383
8/31/2022,0,1,Wind,3324
8/5/2025,6,7,Wind,4359
2/6/2020,19,20,Wind,5475
9/10/2020,12,13,Solar,3181
2/6/2022,6,7,Wind,14203
4/3/2025,17,18,Wind,10300
2/20/2022,11,12,Wind,16609
1/9/2022,3,4,Wind,13415
11/5/2021,5,6,Wind,3009
1/17/2020,6,7,Wind,8342
3/1/2021,3,4,Wind,4995
7/25/2020,12,13,Wind,7296
12/11/2022,16,17,Wind,1400
3/1/2021,14,15,Solar,5645
10/15/2020,13,14,Wind,7703
12/4/2020,22,23,Wind,4252
4/13/2021,21,22,Wind,3737
3/26/2022,1,2,Wind,7668
1/1/2023,5,6,Wind,9706
12/2/2021,23,0,Wind,2878
5/25/2025,9,10,Wind,6905
11/16/2022,18,19,Wind,13205
5/19/2021,4,5,Wind,3599
4/15/2023,0,1,Wind,5925
7/16/2020,9,10,Wind,2804
10/4/2021,0,1,Wind,5853
5/15/2021,6,7,Wind,4400
10/21/2025,20,21,Wind,7217
5/21/2023,7,8,Wind,5174
6/21/2024,9,10,Solar,4209
8/21/2020,13,14,Wind,9908
1/30/2025,6,7,Wind,5637
1/7/2021,22,23,Wind,1555
2/9/2021,9,10,Wind,2313
3/14/2022,12,13,Solar,5580
7/20/2021,19,20,Wind,3053
10/1/2020,18,19,Wind,3837
6/9/2025,21,22,Wind,488
4/5/2020,20,21,Wind,5081
1/8/2022,20,21,Wind,15243
10/9/2022,11,12,Solar,5831
10/1/2021,16,17,Wind,7603
6/22/2020,0,1,Wind,3075
8/18/2022,3,4,Wind,1300
12/27/2022,2,3,Wind,4605
7/18/2024,13,14,Solar,8559
9/23/2024,9,10,Wind,5836
12/9/2021,7,8,Wind,5989
12/26/2022,18,19,Wind,5964
2/12/2023,12,13,Solar,7208
3/5/2025,21,22,Wind,3846
1/5/2022,12,13,Wind,8034
7/5/2020,5,6,Wind,6032
11/14/2024,12,13,Solar,7199
2/13/2021,20,21,Wind,7060
1/14/2022,12,13,Solar,3826
4/7/2024,15,16,Wind,5881
2/27/2022,22,23,Wind,6724
9/25/2025,2,3,Wind,3313
1/7/2023,22,23,Wind,13095
8/16/2021,19,20,Wind,5909
3/18/2024,5,6,Wind,2294
2/13/2021,5,6,Wind,7581
5/20/2024,17,18,Solar,5956
7/3/2022,0,1,Wind,1750
11/7/2022,15,16,Wind,10747
9/13/2024,17,18,Wind,9168
2/12/2025,22,23,Wind,589
12/4/2022,7,8,Wind,3375
3/6/2022,0,1,Wind,4059
6/25/2021,20,21,Wind,1113
6/13/2023,6,7,Wind,2965
8/29/2020,21,22,Wind,3799
6/18/2024,20,21,Wind,3449
5/16/2020,10,11,Solar,3117
1/21/2022,7,8,Wind,4834
9/1/2020,10,11,Solar,3015
3/13/2025,9,10,Wind,4555
1/21/2025,3,4,Wind,1391
9/12/2020,10,11,Solar,3162
11/6/2024,2,3,Wind,107
11/30/2023,5,6,Wind,1828
1/27/2025,19,20,Wind,17889
6/23/2022,9,10,Solar,3122
5/1/2020,4,5,Wind,7192
10/24/2021,15,16,Solar,6237
3/31/2025,14,15,Solar,7267
8/6/2024,16,17,Solar,8000
12/18/2024,18,19,Wind,14803
9/20/2024,3,4,Wind,5841
4/9/2020,7,8,Wind,918
4/19/2025,2,3,Wind,8922
9/19/2022,3,4,Wind,2739
2/16/2023,22,23,Wind,8243
11/6/2022,16,17,Wind,11337
4/6/2025,16,17,Wind,7738
5/10/2020,19,20,Wind,5714
8/14/2021,3,4,Wind,1336
10/12/2024,8,9,Wind,6215
11/20/2024,10,11,Wind,6872
6/14/2022,11,12,Solar,6575
6/10/2025,12,13,Solar,11007
2/13/2021,22,23,Wind,8166
3/26/2023,18,19,Wind,9671
5/1/2025,17,18,Solar,7204
2/3/2020,1,2,Wind,8377
9/1/2025,16,17,Wind,11796
4/24/2020,13,14,Solar,4094
8/6/2023,23,0,Wind,4890
7/27/2023,1,2,Wind,5280
2/9/2025,14,15,Solar,4094
3/24/2025,6,7,Wind,1112
11/14/2023,12,13,Wind,15719
6/22/2023,17,18,Wind,9246
4/30/2023,19,20,Wind,2433
5/23/2021,17,18,Wind,9836
3/22/2023,16,17,Wind,13532
5/30/2021,21,22,Wind,3748
2/16/2024,9,10,Wind,8407
11/23/2024,8,9,Wind,14990
5/1/2022,20,21,Wind,1836
12/31/2023,4,5,Wind,17256
7/30/2021,19,20,Wind,10512
4/4/2021,6,7,Wind,4960
6/8/2025,16,17,Wind,7504
7/6/2020,8,9,Wind,5312
8/18/2020,19,20,Wind,2049
4/29/2021,5,6,Wind,2238
6/29/2024,20,21,Wind,5789
4/12/2020,7,8,Wind,1341
9/5/2020,16,17,Solar,5253
1/30/2025,21,22,Wind,4367
8/8/2024,7,8,Wind,1456
7/17/2024,14,15,Solar,8057
7/12/2022,22,23,Wind,1382
10/24/2020,1,2,Wind,5665
3/17/2021,17,18,Wind,9301
8/22/2025,19,20,Wind,3866
6/1/2025,10,11,Solar,2701
2/2/2021,23,0,Wind,10254
1/1/2020,10,11,Wind,2308
7/13/2024,4,5,Wind,965
2/15/2023,19,20,Wind,3082
1/19/2024,19,20,Wind,2975
9/4/2021,1,2,Wind,1230
10/22/2023,7,8,Wind,6801
7/11/2022,4,5,Wind,3966
11/6/2021,23,0,Wind,6250
9/28/2021,16,17,Wind,4089
11/13/2025,5,6,Wind,10732
1/2/2020,19,20,Wind,5977
7/4/2025,8,9,Solar,4346
8/10/2025,20,21,Wind,4027
7/9/2024,9,10,Solar,6222
8/1/2025,18,19,Wind,9799
10/31/2021,12,13,Wind,14933
8/8/2024,12,13,Solar,8984
5/6/2022,7,8,Wind,3466
10/18/2020,9,10,Solar,1906
10/22/2025,23,0,Wind,17490
10/28/2023,3,4,Wind,11934
2/23/2021,14,15,Wind,12655
4/11/2023,9,10,Wind,6621
7/6/2023,10,11,Solar,5366
11/19/2024,11,12,Wind,20807
6/28/2020,23,0,Wind,2826
3/16/2023,16,17,Wind,9886
4/10/2022,16,17,Solar,6994
4/12/2025,23,0,Wind,8658
2/5/2021,11,12,Wind,2460
7/2/2021,14,15,Solar,4880
9/27/2021,7,8,Wind,6017
7/8/2022,2,3,Wind,5024
6/12/2023,9,10,Solar,3505
4/11/2024,1,2,Wind,5371
5/30/2024,3,4,Wind,4167
1/22/2022,18,19,Wind,2323
1/10/2023,18,19,Wind,14561
9/6/2025,17,18,Wind,13293
10/10/2020,6,7,Wind,2297
12/31/2020,20,21,Wind,1447
3/17/2023,20,21,Wind,7191
7/6/2024,6,7,Wind,9571
1/9/2022,7,8,Wind,9549
9/9/2023,21,22,Wind,2462
2/9/2020,16,17,Wind,13239
4/3/2025,13,14,Wind,6916
12/7/2023,9,10,Wind,8585
12/17/2024,22,23,Wind,9762
7/13/2020,16,17,Solar,4558
2/9/2023,14,15,Solar,4599
5/27/2023,21,22,Wind,4500
12/7/2020,18,19,Wind,2924
1/14/2020,4,5,Wind,12271
4/25/2020,18,19,Wind,2545
5/27/2025,19,20,Wind,13228
7/23/2024,11,12,Wind,13222
8/22/2022,6,7,Wind,1281
1/5/2024,19,20,Wind,4991
1/13/2022,11,12,Solar,4346
2/14/2024,19,20,Wind,6865
5/29/2022,0,1,Wind,6520
5/31/2023,20,21,Wind,7752
9/10/2025,22,23,Wind,10057
6/19/2023,8,9,Solar,2436
5/31/2021,13,14,Solar,8251
9/19/2023,2,3,Wind,3826
7/5/2021,10,11,Wind,5932
3/17/2021,11,12,Wind,10903
2/1/2022,23,0,Wind,11177
4/24/2022,20,21,Wind,4347
10/17/2021,18,19,Wind,1171
8/31/2022,14,15,Solar,6857
7/24/2022,16,17,Solar,6749
11/17/2021,14,15,Wind,2712
11/9/2020,1,2,Wind,3017
11/27/2022,7,8,Wind,7035
5/20/2025,16,17,Solar,9572
9/22/2022,2,3,Wind,2406
6/14/2024,10,11,Wind,9735
6/6/2021,15,16,Solar,5004
12/3/2021,15,16,Wind,12294
7/17/2022,0,1,Wind,6861
8/22/2022,21,22,Wind,1490
7/28/2022,11,12,Solar,4949
2/26/2021,1,2,Wind,2036
6/10/2020,5,6,Wind,1281
8/22/2025,17,18,Solar,7559
9/3/2025,23,0,Wind,10333
7/10/2021,13,14,Solar,4725
12/4/2021,23,0,Wind,10265
1/2/2022,17,18,Wind,13089
3/17/2020,7,8,Wind,1009
8/28/2022,16,17,Solar,7355
7/16/2022,9,10,Solar,4792
9/10/2024,14,15,Wind,17797
5/4/2024,4,5,Wind,1453
3/7/2024,2,3,Wind,3837
4/13/2022,3,4,Wind,1823
2/11/2025,10,11,Wind,4716
5/29/2023,18,19,Wind,13652
11/20/2020,6,7,Wind,2430
9/9/2022,17,18,Wind,12300
3/30/2021,13,14,Solar,5544
4/20/2024,2,3,Wind,6922
9/20/2022,6,7,Wind,2031
3/23/2024,6,7,Wind,10606
9/2/2022,10,11,Solar,3726
10/16/2022,22,23,Wind,8590
3/4/2021,0,1,Wind,1705
11/10/2025,4,5,Wind,6144
6/19/2023,14,15,Solar,6170
9/7/2023,23,0,Wind,1435
12/8/2023,20,21,Wind,7016
1/20/2025,16,17,Solar,1483
4/1/2020,22,23,Wind,4136
1/2/2025,9,10,Wind,6028
2/3/2022,4,5,Wind,2755
12/9/2020,10,11,Wind,3691
5/23/2024,22,23,Wind,862
7/1/2022,21,22,Wind,817
3/7/2024,0,1,Wind,3076
1/23/2022,5,6,Wind,1797
8/16/2021,1,2,Wind,4620
12/15/2024,16,17,Wind,8262
12/27/2021,22,23,Wind,12450
3/6/2020,3,4,Wind,9977
9/1/2021,3,4,Wind,5394
6/20/2021,7,8,Wind,2686
2/8/2023,11,12,Solar,7057
10/30/2021,13,14,Wind,9176
12/20/2024,16,17,Wind,9348
10/3/2023,17,18,Wind,9976
4/22/2025,18,19,Solar,5003
3/9/2025,0,1,Wind,11031
9/4/2025,6,7,Wind,6582
5/22/2023,16,17,Solar,6896
5/7/2023,21,22,Wind,1759
3/4/2024,19,20,Wind,4297
8/10/2025,13,14,Solar,4972
10/28/2022,23,0,Wind,3393
7/24/2024,15,16,Solar,8338
3/7/2021,12,13,Solar,3312
7/4/2022,20,21,Wind,3114
3/4/2023,23,0,Wind,3078
9/9/2022,1,2,Wind,7349
7/7/2020,0,1,Wind,3372
9/18/2024,6,7,Wind,8635
2/3/2020,0,1,Wind,8566
10/27/2021,22,23,Wind,4035
3/26/2025,12,13,Solar,7748
5/14/2024,16,17,Wind,4851
6/15/2020,7,8,Wind,2179
6/13/2021,11,12,Solar,5434
7/4/2020,19,20,Wind,8868
3/5/2021,0,1,Wind,3052
7/11/2023,18,19,Wind,8360
10/16/2021,18,19,Wind,726
7/8/2023,13,14,Solar,8465
11/19/2022,9,10,Wind,3710
9/5/2025,19,20,Solar,1344
4/7/2025,10,11,Solar,5811
7/25/2024,17,18,Solar,7383
12/2/2022,20,21,Wind,5723
8/27/2021,17,18,Wind,6945
2/27/2024,20,21,Wind,5568
6/19/2024,4,5,Wind,3831
9/26/2023,18,19,Solar,2099
4/30/2021,0,1,Wind,1635
2/19/2024,15,16,Wind,10364
8/5/2023,2,3,Wind,2666
9/27/2022,15,16,Wind,12755
12/29/2022,11,12,Wind,14118
9/6/2022,0,1,Wind,3797
9/7/2023,16,17,Solar,6031
2/22/2024,3,4,Wind,11620
6/11/2022,22,23,Wind,2559
11/8/2025,8,9,Wind,1620
6/30/2021,21,22,Wind,1340
7/22/2020,13,14,Solar,4147
10/17/2020,3,4,Wind,908
1/3/2021,0,1,Wind,1522
9/23/2022,1,2,Wind,533
4/18/2025,19,20,Wind,6949
6/5/2020,5,6,Wind,4538
8/20/2020,13,14,Wind,7470
6/23/2025,12,13,Wind,7916
1/16/2020,9,10,Wind,7418
10/19/2025,3,4,Wind,6731
4/15/2023,8,9,Wind,8096
11/30/2024,11,12,Solar,4814
1/4/2020,1,2,Wind,3416
4/14/2023,20,21,Wind,6587
10/6/2024,8,9,Wind,7429
1/13/2021,10,11,Wind,5357
8/28/2024,0,1,Wind,2823
3/8/2024,23,0,Wind,11162
2/17/2020,19,20,Wind,10949
6/12/2023,13,14,Solar,5593
12/20/2022,23,0,Wind,6425
7/13/2025,21,22,Wind,3292
8/21/2022,12,13,Solar,5507
4/3/2024,5,6,Wind,10315
1/11/2025,15,16,Wind,4088
10/6/2022,14,15,Solar,4909
8/20/2025,18,19,Wind,6620
12/28/2022,4,5,Wind,11797
12/16/2024,23,0,Wind,2245
2/17/2023,23,0,Wind,5506
5/6/2024,11,12,Wind,9545
